NO_EOR,NOCONTAINER,MATERIAL,QTY
EOR/00000248/01/2023,SPNU2730939,PANEL - WELD 15 CM,3.0
EOR/00000248/01/2023,SPNU2730939,PANEL - WELD 15 CM,3.0
EOR/00000248/01/2023,SPNU2730939,PANEL - INSERT / PATCH 15X30 CM,1.0
EOR/00000248/01/2023,SPNU2730939,GASKET - STRIP REPLACE 120 CM,1.0
EOR/00000248/01/2023,SPNU2730939,GASKET - GASKET SECTION 60 CM,1.0
EOR/00000248/01/2023,SPNU2730939,GASKET - STRIP SECTION 30 CM,1.0
EOR/00000248/01/2023,SPNU2730939,GASKET - GASKET AND STRIP RESECURE 30 CM,1.0
EOR/00000248/01/2023,SPNU2730939,DOORS - FRAME STRAIGHTEN 60 CM,1.0
EOR/00000248/01/2023,SPNU2730939,HINGE - STRAIGHTEN,4.0
EOR/00000249/01/2023,SPNU2930639,PANEL - WELD 15 CM,2.0
EOR/00000249/01/2023,SPNU2930639,MISCELENEOUS - SECURING DEVICE / OTHER MATERIAL REMOVE,1.0
EOR/00000249/01/2023,SPNU2930639,MISCELENEOUS - FLOORING SWEEPING 20 FEET,1.0
EOR/00000249/01/2023,SPNU2930639,PANEL - WELD 15 CM,1.0
EOR/00000249/01/2023,SPNU2930639,PANEL - STRAIGHTEN 30X120 CM,2.0
EOR/00000249/01/2023,SPNU2930639,GASKET - GASKET SECTION 30 CM,2.0
EOR/00000249/01/2023,SPNU2930639,GASKET - GASKET SEALING 5 CM,1.0
EOR/00000249/01/2023,SPNU2930639,DOOR HARDWARE - LOCKING BAR ROD STRAIGHTEN,2.0
EOR/00000250/01/2023,SPNU2709090,DOOR HARDWARE - LOCKING BAR ROD STRAIGHTEN,2.0
EOR/00000250/01/2023,SPNU2709090,PANEL - WELD 15 CM,1.0
EOR/00000250/01/2023,SPNU2709090,PANEL - WELD 15 CM,2.0
EOR/00000250/01/2023,SPNU2709090,DOORS - WELD 15 CM,1.0
EOR/00000250/01/2023,SPNU2709090,HINGE - STRAIGHTEN,4.0
EOR/00000250/01/2023,SPNU2709090,DOOR HARDWARE - HANDLE RETAINER STRAIGHTEN,1.0
EOR/00000250/01/2023,SPNU2709090,DOOR HARDWARE - LOCKING BAR HANDLE STRAIGHTEN,1.0
EOR/00000250/01/2023,SPNU2709090,GASKET - GASKET SECTION 30 CM,3.0
EOR/00000250/01/2023,SPNU2709090,GASKET - GASKET SEALING 5 CM,1.0
EOR/00000250/01/2023,SPNU2709090,DOOR HARDWARE - LOCKING BAR CAM STRAIGHTEN,3.0
EOR/00000250/01/2023,SPNU2709090,MISCELENEOUS - SECURING DEVICE / OTHER MATERIAL REMOVE,1.0
EOR/00000250/01/2023,SPNU2709090,ISO MARKING - SERIAL NUMBER/CD REPLACE PER PIECE,1.0
EOR/00000250/01/2023,SPNU2709090,ISO MARKING - OWNERS CODE REPLACE,1.0
EOR/00000250/01/2023,SPNU2709090,"MISCELENEOUS - EXTERIOR / INTERIOR ABRASIVE, PAINT 20 FEET 5%",1.0
EOR/00000250/01/2023,SPNU2709090,PANEL - INSERT / PATCH 30X30 CM,2.0
EOR/00000250/01/2023,SPNU2709090,FLOORING - PLYWOOD / PLANK RESECURE UP TO 12 SCREW,1.0
EOR/00000250/01/2023,SPNU2709090,CROSS MEMBER - INSERT 30 CM,1.0
EOR/00000250/01/2023,SPNU2709090,PANEL - WELD 15 CM,2.0
EOR/00000250/01/2023,SPNU2709090,CROSS MEMBER - STRAIGHTEN,2.0
